perturbagen	entrez_gene_id	z_score	symbol	status	direction	nlog10_bonferroni_pval
1316	54556	-5.658	ING3	imputed	down	4.003
1316	3628	4.826	INPP1	measured	up	2.866
1316	79711	-7.377	IPO4	imputed	down	8.979
1316	9657	-4.532	IQCB1	imputed	down	1.421
1316	8826	7.279	IQGAP1	measured	up	9.483
1316	3665	7.445	IRF7	imputed	up	9.201
1316	9636	5.206	ISG15	imputed	up	2.902
1316	79763	-5.350	ISOC2	imputed	down	3.244
1316	3682	-7.411	ITGAE	measured	down	9.912
1316	9270	12.147	ITGB1BP1	measured	up	30.235
1316	23421	-4.912	ITGB3BP	imputed	down	2.233
1316	3710	5.113	ITPR3	imputed	up	2.687
1316	23210	5.147	JMJD6	measured	up	3.587
1316	2648	-4.744	KAT2A	imputed	down	1.867
1316	54442	4.230	KCTD5	measured	up	1.641
1316	54793	6.378	KCTD9	imputed	up	5.934
1316	55818	5.157	KDM3A	measured	up	3.610
1316	9933	-5.067	KIAA0020	imputed	down	2.581
1316	9768	-5.868	KIAA0101	imputed	down	4.543
1316	22889	-8.975	KIAA0907	measured	down	15.557
1316	3832	-6.634	KIF11	imputed	down	6.674
1316	56992	-8.019	KIF15	imputed	down	11.160
1316	146909	-7.209	KIF18B	imputed	down	8.437
1316	26128	4.438	KIF1BP	measured	up	2.052
1316	10112	-8.532	KIF20A	measured	down	13.852
1316	9585	-6.833	KIF20B	imputed	down	7.268
1316	3797	7.755	KIF3C	imputed	up	10.242
1316	3831	5.966	KLC1	imputed	up	4.802
1316	10365	4.923	KLF2	imputed	up	2.257
1316	1316	11.189	KLF6	imputed	up	24.524
1316	8609	5.940	KLF7	imputed	up	4.733
1316	9903	5.127	KLHL21	measured	up	3.541
1316	55958	4.592	KLHL9	measured	up	2.367
1316	11103	-4.678	KRR1	imputed	down	1.726
1316	3897	5.432	L1CAM	imputed	up	3.442
1316	3909	4.141	LAMA3	measured	up	1.471
1316	23395	-4.530	LARS2	imputed	down	1.417
1316	81887	-4.680	LAS1L	imputed	down	1.730
1316	3927	5.172	LASP1	imputed	up	2.823
1316	3930	-6.525	LBR	measured	down	7.177
1316	9836	-5.208	LCMT2	imputed	down	2.907
1316	3945	-12.990	LDHB	imputed	down	34.043
1316	25875	-4.655	LETMD1	imputed	down	1.677
1316	3958	5.049	LGALS3	imputed	up	2.540
1316	3978	-6.949	LIG1	measured	down	8.444
1316	3980	-4.875	LIG3	imputed	down	2.151
1316	3988	4.215	LIPA	measured	up	1.612
1316	51601	-4.474	LIPT1	imputed	down	1.303
1316	55788	4.653	LMBRD1	imputed	up	1.673
1316	4000	7.561	LMNA	imputed	up	9.586
1316	4001	-6.515	LMNB1	imputed	down	6.326
1316	84823	-4.878	LMNB2	imputed	down	2.158
1316	81691	-4.526	LOC81691	imputed	down	1.409
1316	9926	4.240	LPGAT1	measured	up	1.660
1316	78999	4.857	LRFN4	imputed	up	2.112
1316	26020	13.880	LRP10	measured	up	40.087
1316	4043	-4.074	LRPAP1	measured	down	1.345
1316	10128	-5.330	LRPPRC	imputed	down	3.196
1316	55604	4.516	LRRC16A	measured	up	2.210
1316	9209	4.477	LRRFIP2	imputed	up	1.309
1316	23658	-7.101	LSM5	measured	down	8.917
1316	11157	-7.090	LSM6	measured	down	8.882
1316	51599	5.769	LSR	measured	up	5.108
1316	55692	-4.485	LUC7L	imputed	down	1.325
1316	51631	-4.670	LUC7L2	imputed	down	1.709
1316	54585	-5.521	LZTFL1	imputed	down	3.660
1316	4085	-7.948	MAD2L1	imputed	down	10.910
1316	4097	6.095	MAFG	imputed	up	5.149
1316	7851	5.555	MALL	imputed	up	3.744
1316	81631	5.687	MAP1LC3B	imputed	up	4.076
1316	9064	6.063	MAP3K6	imputed	up	5.062
1316	4134	6.244	MAP4	imputed	up	5.558
1316	9448	4.760	MAP4K4	measured	up	2.723
1316	55700	5.652	MAP7D1	imputed	up	3.988
1316	5595	7.513	MAPK3	imputed	up	9.426
1316	51257	7.407	MARCH2	imputed	up	9.077
1316	2011	5.077	MARK2	imputed	up	2.604
1316	23139	7.027	MAST2	measured	up	8.685
1316	56922	-4.902	MCCC1	imputed	down	2.211
1316	64087	-7.448	MCCC2	imputed	down	9.211
1316	55388	-6.205	MCM10	imputed	down	5.450
1316	4171	-8.698	MCM2	imputed	down	13.659
1316	4172	-12.079	MCM3	measured	down	29.875
1316	4173	-4.848	MCM4	imputed	down	2.092
1316	4174	-5.132	MCM5	imputed	down	2.730
1316	4176	-7.584	MCM7	imputed	down	9.663
1316	254394	-6.572	MCM9	imputed	down	6.492
1316	57192	5.689	MCOLN1	measured	up	4.903
1316	63933	4.852	MCUR1	measured	up	2.923
1316	9656	-4.868	MDC1	imputed	down	2.136
1316	56890	-5.714	MDM1	imputed	down	4.145
1316	23195	-6.317	MDN1	imputed	down	5.762
1316	4234	-5.231	METTL1	imputed	down	2.961
1316	64745	-5.162	METTL17	imputed	down	2.800
1316	92342	-4.667	METTL18	imputed	down	1.703
1316	56339	-4.678	METTL3	imputed	down	1.726
1316	25840	-5.187	METTL7A	imputed	down	2.858
1316	4236	-4.783	MFAP1	imputed	down	1.951
1316	11282	6.390	MGAT4B	imputed	up	5.968
1316	11343	7.471	MGLL	imputed	up	9.287
1316	4259	8.187	MGST3	imputed	up	11.760
1316	64780	6.971	MICAL1	imputed	up	7.690
1316	50488	4.724	MINK1	imputed	up	1.824
1316	79003	-5.115	MIS12	imputed	down	2.691
1316	54069	-5.051	MIS18A	imputed	down	2.545
1316	4288	-4.607	MKI67	imputed	down	1.577
1316	2872	4.783	MKNK2	imputed	up	1.951
1316	9761	-5.309	MLEC	measured	down	3.967
1316	4292	-4.944	MLH1	imputed	down	2.304
1316	64223	-5.179	MLST8	imputed	down	2.839
1316	25974	-4.943	MMACHC	imputed	down	2.302
1316	4312	6.741	MMP1	measured	up	7.813
1316	26002	-4.976	MOXD1	imputed	down	2.375
1316	10199	-4.776	MPHOSPH10	imputed	down	1.935
1316	10198	-6.238	MPHOSPH9	imputed	down	5.541
1316	4351	-4.727	MPI	imputed	down	1.830
1316	6182	-5.995	MRPL12	measured	down	5.701
1316	9801	-5.946	MRPL19	measured	down	5.571
1316	11222	-5.443	MRPL3	imputed	down	3.469
1316	26589	-4.602	MRPL46	imputed	down	1.566
1316	51116	-6.533	MRPS2	measured	down	7.200
1316	23107	-7.234	MRPS27	imputed	down	8.517
1316	51154	-6.519	MRTO4	imputed	down	6.338
1316	2956	-4.416	MSH6	measured	down	2.007
1316	4502	-4.689	MT2A	imputed	down	1.749
1316	51001	-7.280	MTERF3	measured	down	9.486
1316	22823	-6.148	MTF2	measured	down	6.115
1316	10797	-6.846	MTHFD2	measured	down	8.129
1316	9110	-4.549	MTMR4	imputed	down	1.456
1316	4552	-5.017	MTRR	imputed	down	2.468
1316	9961	16.836	MVP	measured	up	59.886
1316	4599	7.372	MX1	imputed	up	8.962
1316	10514	-4.781	MYBBP1A	imputed	down	1.946
1316	26292	-5.549	MYCBP	measured	down	4.551
1316	4615	4.555	MYD88	imputed	up	1.469
1316	4627	6.258	MYH9	imputed	up	5.597
1316	10627	7.916	MYL12A	imputed	up	10.798
1316	103910	6.923	MYL12B	imputed	up	7.542
1316	4637	6.845	MYL6	imputed	up	7.304
1316	10398	5.435	MYL9	measured	up	4.271
1316	4641	6.169	MYO1C	imputed	up	5.351
1316	4644	5.228	MYO5A	imputed	up	2.954
1316	9683	4.671	N4BP1	imputed	up	1.711
1316	80155	-5.132	NAA15	imputed	down	2.730
1316	79612	-7.303	NAA16	imputed	down	8.738
1316	4666	-4.493	NACA	imputed	down	1.341
1316	4673	-5.328	NAP1L1	imputed	down	3.191
1316	4678	-9.306	NASP	imputed	down	16.065
1316	55226	-8.215	NAT10	imputed	down	11.861
1316	9918	-6.495	NCAPD2	measured	down	7.090
1316	23310	-6.370	NCAPD3	imputed	down	5.911
1316	64151	-4.579	NCAPG	imputed	down	1.518
1316	23397	-7.359	NCAPH	imputed	down	8.920
1316	4686	-4.721	NCBP1	imputed	down	1.817
1316	8440	5.366	NCK2	measured	up	4.104
1316	55706	-5.149	NDC1	imputed	down	2.770
1316	10403	-5.634	NDC80	imputed	down	3.942
1316	81565	5.737	NDEL1	imputed	up	4.204
1316	51103	-5.088	NDUFAF1	imputed	down	2.629
1316	4722	-4.885	NDUFS3	imputed	down	2.173
1316	55707	4.715	NECAP2	imputed	up	1.805
1316	55247	-5.660	NEIL3	imputed	down	4.008
1316	7469	-5.097	NELFA	imputed	down	2.650
1316	29937	5.301	NENF	measured	up	3.948
1316	4763	-4.651	NF1	imputed	down	1.669
1316	55651	-5.279	NHP2	imputed	down	3.074
1316	8508	-5.186	NIPSNAP1	measured	down	3.678
1316	54475	-7.284	NLE1	imputed	down	8.677
1316	4830	-7.157	NME1	imputed	down	8.272
1316	26155	-4.732	NOC2L	imputed	down	1.841
1316	64318	-5.391	NOC3L	imputed	down	3.342
1316	25926	-5.708	NOL11	imputed	down	4.130
1316	65083	-6.745	NOL6	imputed	down	7.003
1316	9221	-6.327	NOLC1	measured	down	6.612
1316	8602	-7.666	NOP14	imputed	down	9.939
1316	51491	-7.060	NOP16	imputed	down	7.966
1316	4839	-4.884	NOP2	imputed	down	2.171
1316	4864	4.912	NPC1	measured	up	3.055
1316	56654	9.993	NPDC1	measured	up	19.796
1316	4869	-4.895	NPM1	imputed	down	2.195
1316	10360	-5.268	NPM3	imputed	down	3.048
1316	4883	5.008	NPR3	imputed	up	2.447
1316	4893	5.608	NRAS	measured	up	4.699
1316	123803	7.210	NTAN1	imputed	up	8.440
1316	79873	4.554	NUDT18	imputed	up	1.467
1316	26747	-4.799	NUFIP1	imputed	down	1.985
1316	57122	-5.063	NUP107	imputed	down	2.572
1316	55746	-4.821	NUP133	measured	down	2.855
1316	23279	-4.865	NUP160	imputed	down	2.129
1316	4927	-9.568	NUP88	measured	down	17.972
1316	51203	-8.090	NUSAP1	measured	down	12.234
1316	4938	6.236	OAS1	imputed	up	5.536
1316	79991	6.867	OBFC1	imputed	up	7.371
1316	11339	-5.759	OIP5	imputed	down	4.260
1316	10133	10.472	OPTN	imputed	up	21.123
1316	4999	-6.037	ORC2	imputed	down	4.992
1316	23594	-4.633	ORC6	imputed	down	1.631
1316	29095	7.327	ORMDL2	imputed	up	8.816
1316	64172	-6.302	OSGEPL1	imputed	down	5.720
1316	26578	7.921	OSTF1	imputed	up	10.816
1316	5018	-9.391	OXA1L	measured	down	17.236
1316	8974	12.730	P4HA2	measured	up	33.405
1316	5036	-5.071	PA2G4	imputed	down	2.590
1316	23241	5.298	PACS2	imputed	up	3.119
1316	54623	-5.154	PAF1	measured	down	3.603
1316	10606	-6.506	PAICS	measured	down	7.122
1316	55003	-6.976	PAK1IP1	imputed	down	7.705
1316	124222	5.652	PAQR4	imputed	up	3.988
1316	8505	-4.776	PARG	imputed	down	1.935
1316	142	-10.052	PARP1	measured	down	20.055
1316	10038	-8.855	PARP2	measured	down	15.087
1316	10039	4.527	PARP3	imputed	up	1.411
1316	55010	-5.351	PARPBP	imputed	down	3.246
1316	55742	4.487	PARVA	imputed	up	1.329
1316	94104	-7.285	PAXBP1	imputed	down	8.680
1316	22976	-4.535	PAXIP1	imputed	down	1.427
1316	57060	5.163	PCBP4	imputed	up	2.802
1316	5096	-6.369	PCCB	measured	down	6.730
1316	5110	5.965	PCMT1	measured	up	5.621
1316	5111	-9.584	PCNA	measured	down	18.040
1316	22984	-5.065	PDCD11	imputed	down	2.577
1316	10015	4.672	PDCD6IP	imputed	up	1.713
1316	5154	11.391	PDGFA	measured	up	26.343
1316	8050	-7.567	PDHX	measured	down	10.428
1316	9124	4.383	PDLIM1	measured	up	1.941
1316	64236	6.787	PDLIM2	imputed	up	7.129
1316	5170	5.020	PDPK1	imputed	up	2.475
1316	23590	-6.603	PDSS1	imputed	down	6.583
1316	55825	4.240	PECR	measured	up	1.660
1316	5198	-6.433	PFAS	imputed	down	6.091
1316	5211	5.432	PFKL	measured	up	4.264
1316	10857	-4.680	PGRMC1	measured	down	2.552
1316	51131	4.621	PHF11	imputed	up	1.606
1316	23133	-5.591	PHF8	imputed	down	3.834
1316	26227	-12.573	PHGDH	measured	down	32.537
1316	5261	-4.589	PHKG2	measured	down	2.361
1316	57157	-4.489	PHTF2	imputed	down	1.333
1316	55011	-4.138	PIH1D1	measured	down	1.465
1316	65018	6.156	PINK1	imputed	up	5.315
1316	23659	10.590	PLA2G15	measured	up	22.489
1316	5331	17.008	PLCB3	measured	up	61.154
1316	5339	5.543	PLEC	imputed	up	3.715
1316	5347	-4.642	PLK1	measured	down	2.472
1316	10733	-4.577	PLK4	imputed	down	1.514
1316	8985	9.743	PLOD3	measured	up	18.714
1316	5355	10.969	PLP2	measured	up	24.278
1316	55558	7.714	PLXNA3	imputed	up	10.102
1316	5378	-6.912	PMS1	imputed	down	7.509
1316	25957	-5.172	PNISR	imputed	down	2.823
1316	5422	-5.248	POLA1	imputed	down	3.001
1316	23649	-5.744	POLA2	imputed	down	4.222
1316	5424	-6.794	POLD1	imputed	down	7.150
1316	57804	6.134	POLD4	measured	up	6.077
1316	5427	-4.434	POLE2	measured	down	2.044
1316	11232	-7.011	POLG2	measured	down	8.636
1316	10721	-5.204	POLQ	imputed	down	2.898
1316	9533	-5.657	POLR1C	measured	down	4.822
1316	64425	-6.379	POLR1E	imputed	down	5.937
1316	5437	-6.454	POLR2H	imputed	down	6.151
1316	55718	-5.606	POLR3E	imputed	down	3.872
1316	51728	-5.906	POLR3K	imputed	down	4.643
1316	10940	-5.010	POP1	imputed	down	2.452
1316	5471	-5.290	PPAT	imputed	down	3.100
1316	5473	4.701	PPBP	imputed	up	1.775
1316	10450	-4.092	PPIE	measured	down	1.379
1316	10105	-5.415	PPIF	imputed	down	3.400
1316	6992	5.257	PPP1R11	imputed	up	3.022
1316	5516	6.039	PPP2CB	imputed	up	4.997
1316	5526	9.186	PPP2R5B	imputed	up	15.577
1316	5533	5.196	PPP3CC	imputed	up	2.879
1316	23082	-5.509	PPRC1	imputed	down	3.630
1316	5557	-6.725	PRIM1	imputed	down	6.943
1316	5580	8.729	PRKCD	measured	up	14.600
1316	5591	-5.860	PRKDC	imputed	down	4.522
1316	3276	-5.417	PRMT1	imputed	down	3.405
1316	3275	5.827	PRMT2	imputed	up	4.436
1316	10196	-7.682	PRMT3	imputed	down	9.993
1316	10419	-5.554	PRMT5	imputed	down	3.742
1316	27339	-5.308	PRPF19	imputed	down	3.143
1316	26121	-6.452	PRPF31	imputed	down	6.145
1316	55119	-5.855	PRPF38B	imputed	down	4.509
1316	9128	-5.579	PRPF4	measured	down	4.626
1316	8899	-4.600	PRPF4B	imputed	down	1.562
1316	5635	4.911	PRPSAP1	imputed	up	2.231
1316	5636	-4.501	PRPSAP2	imputed	down	1.358
1316	80742	-6.156	PRR3	imputed	down	5.315
1316	5663	5.365	PSEN1	imputed	up	3.280
1316	11168	-5.287	PSIP1	measured	down	3.915
1316	5685	-4.864	PSMA4	imputed	down	2.127
1316	5696	-5.245	PSMB8	measured	down	3.816
1316	5715	7.833	PSMD9	measured	up	11.332
1316	5721	-4.969	PSME2	measured	down	3.182
1316	8624	-5.823	PSMG1	measured	down	5.248
1316	84722	-5.152	PSRC1	measured	down	3.599
1316	55037	-6.032	PTCD3	imputed	down	4.978
1316	284119	5.314	PTRF	imputed	up	3.157
1316	754	4.868	PTTG1IP	imputed	up	2.136
1316	80324	-5.728	PUS1	imputed	down	4.181
1316	5834	5.534	PYGB	imputed	up	3.692
1316	5836	7.964	PYGL	measured	up	11.788
1316	81890	-5.781	QTRT1	imputed	down	4.317
1316	79691	-5.490	QTRTD1	imputed	down	3.584
1316	26056	5.403	RAB11FIP5	imputed	up	3.371
1316	5870	6.396	RAB6A	imputed	up	5.985
1316	9367	6.469	RAB9A	imputed	up	6.194
1316	10567	5.376	RABAC1	imputed	up	3.306
1316	10635	-4.820	RAD51AP1	imputed	down	2.031
1316	5889	-5.186	RAD51C	measured	down	3.678
1316	25788	-5.049	RAD54B	imputed	down	2.540
1316	8480	-5.914	RAE1	measured	down	5.486
1316	5898	10.787	RALA	measured	up	23.411
1316	5899	5.863	RALB	measured	up	5.352
1316	5909	7.566	RAP1GAP	measured	up	10.424
1316	5910	6.034	RAP1GDS1	imputed	up	4.984
1316	5921	4.340	RASA1	measured	up	1.856
1316	5933	-5.037	RBL1	imputed	down	2.513
1316	55131	-4.529	RBM28	imputed	down	1.415
1316	5937	5.111	RBMS1	imputed	up	2.682
1316	27316	-5.873	RBMX	imputed	down	4.556
1316	5971	5.079	RELB	measured	up	3.431
1316	5983	-6.790	RFC3	imputed	down	7.138
1316	5984	-5.977	RFC4	imputed	down	4.831
1316	5985	-6.143	RFC5	measured	down	6.101
1316	55159	-4.630	RFWD3	imputed	down	1.625
1316	389	8.900	RHOC	imputed	up	14.441
1316	29984	4.582	RHOD	imputed	up	1.525
1316	8780	6.598	RIOK3	imputed	up	6.568
1316	6038	4.900	RNASE4	imputed	up	2.206
1316	7844	4.593	RNF103	imputed	up	1.547
1316	127544	5.236	RNF19B	imputed	up	2.973
1316	8731	-4.445	RNMT	measured	down	2.066
1316	6117	-4.311	RPA1	measured	down	1.799
1316	6118	-4.324	RPA2	measured	down	1.824
1316	22934	-11.577	RPIA	measured	down	27.278
1316	10670	4.052	RRAGA	measured	up	1.304
1316	64121	6.047	RRAGC	imputed	up	5.019
1316	6237	9.358	RRAS	imputed	up	16.278
1316	6240	-4.776	RRM1	imputed	down	1.935
1316	6241	-4.744	RRM2	imputed	down	1.867
1316	23223	-5.761	RRP12	measured	down	5.087
1316	23076	-7.944	RRP1B	measured	down	11.718
1316	9136	-5.511	RRP9	imputed	down	3.635
1316	23212	-5.681	RRS1	measured	down	4.883
1316	55316	-4.633	RSAD1	imputed	down	1.631
1316	6251	9.571	RSU1	measured	up	17.985
1316	57142	4.741	RTN4	imputed	up	1.860
1316	23623	6.870	RUSC1	imputed	up	7.380
1316	8607	-9.816	RUVBL1	measured	down	19.027
1316	10856	-5.658	RUVBL2	imputed	down	4.003
1316	6281	5.749	S100A10	imputed	up	4.235
1316	6275	4.640	S100A4	measured	up	2.468
1316	9667	-4.614	SAFB2	imputed	down	1.591
1316	54938	-7.503	SARS2	imputed	down	9.393
1316	51540	-4.619	SCLY	imputed	down	1.602
1316	6386	5.158	SDCBP	imputed	up	2.791
1316	10807	-4.850	SDCCAG3	imputed	down	2.096
1316	57001	-4.956	SDHAF3	imputed	down	2.331
1316	6415	6.404	SEPW1	imputed	up	6.008
1316	57515	4.591	SERINC1	imputed	up	1.543
1316	1992	5.003	SERPINB1	imputed	up	2.436
1316	6419	-5.108	SETMAR	imputed	down	2.675
1316	10946	-7.274	SF3A3	imputed	down	8.645
1316	23450	-5.308	SF3B3	imputed	down	3.143
1316	2810	5.001	SFN	measured	up	3.254
1316	81855	6.195	SFXN3	imputed	up	5.422
1316	6443	8.463	SGCB	measured	up	13.594
1316	83442	6.000	SH3BGRL3	imputed	up	4.893
1316	6455	5.310	SH3GL1	imputed	up	3.148
1316	51100	7.148	SH3GLB1	imputed	up	8.243
1316	22941	4.587	SHANK2	imputed	up	1.535
1316	6470	-4.702	SHMT1	imputed	down	1.777
1316	6472	-4.954	SHMT2	imputed	down	2.326
1316	55164	-5.916	SHQ1	imputed	down	4.669
1316	59307	5.277	SIGIRR	imputed	up	3.070
1316	6499	-4.131	SKIV2L	measured	down	1.452
1316	23517	-5.182	SKIV2L2	imputed	down	2.846
1316	6502	-6.224	SKP2	imputed	down	5.502
1316	8273	5.200	SLC10A3	imputed	up	2.888
1316	1468	-5.868	SLC25A10	imputed	down	4.543
1316	29957	6.905	SLC25A24	imputed	up	7.487
1316	81034	-4.814	SLC25A32	imputed	down	2.018
1316	291	5.830	SLC25A4	measured	up	5.266
1316	11182	8.388	SLC2A6	measured	up	13.316
1316	23443	4.443	SLC35A3	measured	up	2.062
1316	10237	-4.521	SLC35B1	measured	down	2.220
1316	11046	5.793	SLC35D2	imputed	up	4.348
1316	54020	6.058	SLC37A1	imputed	up	5.048
1316	2542	-5.884	SLC37A4	measured	down	5.407
1316	8884	-6.616	SLC5A6	measured	down	7.443
1316	79811	-5.106	SLTM	imputed	down	2.671
1316	60682	4.570	SMAP1	imputed	up	1.500
1316	6599	-5.810	SMARCC1	measured	down	5.214
1316	10592	-4.636	SMC2	imputed	down	1.637
1316	10051	-7.161	SMC4	measured	down	9.106
1316	23347	-4.907	SMCHD1	imputed	down	2.222
1316	6525	4.969	SMTN	imputed	up	2.360
1316	56950	4.793	SMYD2	imputed	up	1.972
1316	10302	-6.088	SNAPC5	imputed	down	5.130
1316	9410	-5.250	SNRNP40	imputed	down	3.006
1316	6626	-4.929	SNRPA	imputed	down	2.271
1316	6627	-5.032	SNRPA1	imputed	down	2.502
1316	6632	-5.650	SNRPD1	imputed	down	3.982
1316	6635	-4.569	SNRPE	imputed	down	1.498
1316	29916	4.342	SNX11	measured	up	1.860
1316	27131	-5.214	SNX5	imputed	down	2.921
1316	58533	8.436	SNX6	measured	up	13.493
1316	10174	5.965	SORBS3	measured	up	5.621
1316	10615	-5.232	SPAG5	imputed	down	2.963
1316	124044	5.435	SPATA2L	imputed	up	3.449
1316	57405	-5.524	SPC25	imputed	down	3.668
1316	54908	-6.326	SPDL1	imputed	down	5.787
1316	51324	-5.799	SPG21	imputed	down	4.364
1316	56848	-4.795	SPHK2	imputed	down	1.977
1316	6697	-7.106	SPR	measured	down	8.932
1316	6709	4.060	SPTAN1	measured	up	1.319
1316	9517	5.396	SPTLC2	measured	up	4.176
1316	58472	9.987	SQRDL	measured	up	19.770
1316	55133	-4.824	SRBD1	imputed	down	2.040
1316	6714	4.468	SRC	measured	up	2.112
1316	140890	-7.560	SREK1	imputed	down	9.582
1316	6723	-5.619	SRM	imputed	down	3.904
1316	51593	-4.742	SRRT	imputed	down	1.862
1316	6432	-4.649	SRSF7	imputed	down	1.665
1316	23635	7.436	SSBP2	measured	up	9.994
1316	6749	-6.536	SSRP1	imputed	down	6.387
1316	10610	9.446	ST6GALNAC2	measured	up	17.463
1316	7982	-6.600	ST7	measured	down	7.396
1316	55620	4.706	STAP2	measured	up	2.607
1316	6793	6.770	STK10	measured	up	7.900
1316	9263	4.494	STK17A	imputed	up	1.343
1316	10494	4.805	STK25	measured	up	2.820
1316	11075	6.965	STMN2	imputed	up	7.671
1316	30968	-5.111	STOML2	imputed	down	2.682
1316	10273	4.832	STUB1	measured	up	2.879
1316	6804	4.593	STX1A	measured	up	2.369
1316	2054	7.688	STX2	imputed	up	10.013
1316	8417	5.478	STX7	imputed	up	3.554
1316	6812	9.971	STXBP1	measured	up	19.700
1316	6821	-5.206	SUOX	imputed	down	2.902
1316	6839	-7.569	SUV39H1	measured	down	10.434
1316	23512	-10.007	SUZ12	measured	down	19.857
1316	23075	4.740	SWAP70	imputed	up	1.858
1316	9143	9.260	SYNGR3	measured	up	16.699
1316	8148	-5.007	TAF15	imputed	down	2.445
1316	6877	-7.108	TAF5	imputed	down	8.117
1316	51616	-5.396	TAF9B	imputed	down	3.354
1316	8407	5.419	TAGLN2	imputed	up	3.410
1316	1155	7.342	TBCB	imputed	up	8.865
1316	6908	-5.539	TBP	measured	down	4.526
1316	6915	11.283	TBXA2R	measured	up	25.808
1316	10915	-6.619	TCERG1	measured	down	7.451
1316	6949	-4.524	TCOF1	imputed	down	1.405
1316	6988	4.111	TCTA	measured	up	1.414
1316	79600	-4.674	TCTN1	measured	down	2.539
1316	23424	8.639	TDRD7	imputed	up	13.434
1316	54881	-6.665	TEX10	measured	down	7.587
1316	7019	-8.059	TFAM	imputed	down	11.302
1316	64216	-6.689	TFB2M	imputed	down	6.836
1316	7037	-5.044	TFRC	imputed	down	2.529
1316	7041	6.854	TGFB1I1	imputed	up	7.332
1316	60436	-4.894	TGIF2	imputed	down	2.193
1316	51337	-4.552	THEM6	imputed	down	1.462
1316	54974	-7.730	THG1L	imputed	down	10.156
1316	9984	-6.776	THOC1	imputed	down	7.096
1316	80745	-4.800	THUMPD2	imputed	down	1.987
1316	29087	-4.984	THYN1	imputed	down	2.393
1316	148022	14.483	TICAM1	measured	up	43.819
1316	8914	-11.109	TIMELESS	measured	down	24.955
1316	29928	4.471	TIMM22	measured	up	2.118
1316	26520	-8.343	TIMM9	measured	down	13.150
1316	7077	7.028	TIMP2	measured	up	8.688
1316	64129	4.626	TINAGL1	imputed	up	1.616
1316	25976	5.058	TIPARP	measured	up	3.383
1316	54962	-6.371	TIPIN	imputed	down	5.914
1316	57707	5.391	TLDC1	imputed	up	3.342
1316	64114	10.899	TMBIM1	imputed	up	23.121
1316	55654	6.144	TMEM127	imputed	up	5.282
1316	25829	4.723	TMEM184B	imputed	up	1.822
1316	25880	-5.535	TMEM186	imputed	down	3.695
1316	23670	4.884	TMEM2	measured	up	2.993
1316	10329	-4.437	TMEM5	measured	down	2.050
1316	23585	5.083	TMEM50A	measured	up	3.440
1316	58986	4.647	TMEM8A	imputed	up	1.660
1316	27346	-10.060	TMEM97	measured	down	20.091
1316	7126	5.729	TNFAIP1	imputed	up	4.183
1316	51330	4.518	TNFRSF12A	imputed	up	1.392
1316	114034	-5.624	TOE1	imputed	down	3.917
1316	10953	-4.686	TOMM34	measured	down	2.565
1316	10452	-4.549	TOMM40	imputed	down	1.456
1316	7153	-10.950	TOP2A	measured	down	24.187
1316	7157	-5.419	TP53	measured	down	4.232
1316	7158	-7.926	TP53BP1	measured	down	11.655
1316	9540	4.525	TP53I3	imputed	up	1.407
1316	7168	5.825	TPM1	measured	up	5.253
1316	8459	5.002	TPST2	imputed	up	2.434
1316	6434	-5.011	TRA2B	imputed	down	2.454
1316	8717	5.819	TRADD	imputed	up	4.415
1316	66008	5.930	TRAK2	measured	up	5.528
1316	10131	-7.179	TRAP1	measured	down	9.163
1316	9322	4.915	TRIP10	imputed	up	2.239
1316	9325	5.248	TRIP4	imputed	up	3.001
1316	54802	-6.513	TRIT1	imputed	down	6.321
1316	60487	-6.690	TRMT11	imputed	down	6.839
1316	57570	-5.179	TRMT5	imputed	down	2.839
1316	80746	-9.745	TSEN2	measured	down	18.722
1316	10102	-4.578	TSFM	imputed	down	1.516
1316	25987	4.875	TSKU	measured	up	2.973
1316	7106	4.525	TSPAN4	measured	up	2.229
1316	7105	-8.404	TSPAN6	measured	down	13.375
1316	706	5.054	TSPO	imputed	up	2.552
1316	55720	-5.131	TSR1	imputed	down	2.728
1316	23508	5.960	TTC9	imputed	up	4.786
1316	9675	-8.157	TTI1	imputed	down	11.652
1316	7846	6.322	TUBA1A	imputed	up	5.776
1316	7280	10.467	TUBB2A	imputed	up	21.100
1316	10381	8.335	TUBB3	imputed	up	12.299
1316	10383	5.537	TUBB4B	imputed	up	3.700
1316	84617	8.618	TUBB6	measured	up	14.176
1316	27229	-4.865	TUBGCP4	imputed	down	2.129
1316	11344	6.567	TWF2	measured	up	7.299
1316	7298	-7.744	TYMS	imputed	down	10.204
1316	23350	-4.886	U2SURP	imputed	down	2.175
1316	7319	7.126	UBE2A	measured	up	8.995
1316	11065	-6.032	UBE2C	measured	down	5.800
1316	7372	-5.270	UMPS	imputed	down	3.053
1316	7374	-5.452	UNG	imputed	down	3.491
1316	65109	-4.770	UPF3B	imputed	down	1.922
1316	9875	-5.245	URB1	imputed	down	2.994
1316	9816	-6.146	URB2	imputed	down	5.288
1316	23326	-5.671	USP22	measured	down	4.857
1316	29761	4.504	USP25	imputed	up	1.364
1316	51118	-4.639	UTP11L	imputed	down	1.644
1316	51096	-5.977	UTP18	imputed	down	4.831
1316	27340	-5.381	UTP20	imputed	down	3.318
1316	9341	4.651	VAMP3	imputed	up	1.669
